scientific_name,common_name,impact_country,impact_region,impact_mechanism,impact_category,category_evidence,confidence_rating,confidence_justification,impact_details,impact_species,notes,reference,file_name
Geopelia striata,Zebra Dove,U.S.A.,Hawaii,(4) Transmission of diseases to native species,MN - Minor,"While there are no current conservation efforts in place related to the Zebra Dove in Hawai’i, they are victims of the Aviation pox that first appeared in Hawai’i in the 1800s. Zebra Doves with this disease have deformed feet and beaks.",Low,"There is no observational evidence to support the assessment,","The avian pox has been detected in native bird species. See: Van Riper, C, Van Riper, S.G., Hansen, W.R. (2002). Epizootiology and Effect of Avian Pox on Hawaiian Forest Birds, The Auk, Volume 119, Issue 4, 1 October 2002, Pages 929–942",NA,NA,"Hawaii Bird Guide, Zebra Dove Geopelia striata
Available at: http://hawaiibirdguide.com/zebra-dove-geopelia-striata/",EICAT_Geopelia striata_191021_IUCN_accept.xlsx
Geopelia striata,Zebra Dove,U.S.A.,Hawaii,(4) Transmission of diseases to native species,MN - Minor,"In March 1973 two barred doves (Geopeliia striata) which were unable to fly were picked up on a cattle ranch in the South Kona District of Hawaii.  Two barred doves found in the South Kona district of the island of Hawaii were diagnosed as having trichomoniasis on the basis of gross and microscopic lesions. This brings the confirmed list of columbid species susceptible to natural trichomoniasis to four and is the first report of the disease from columbids in the Hawaiian Islands. Trichomoniasis has been reported from Hawaii but only from homing pigeons belonging to the Army Signal Corps. Alicata’ lists the parasites of several species of Hawaiian columbids but makesno mention of T. galinac from barred doves, Whether a pathogenic strain of T. galinac was introduced to the Islands with the original wild columbids or whether the Signal Corps flock was the source can only be speculated. Whichever the case, it would appear that the small area and geographic isolation of the island could result in a catastrophic ef-
fect on the columbid population if an epizootic of trichomoniasis occurred on the same scale as is frequently seen in
North America.",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of transmission of diseases to native species impacts.","Trichomonas  gallinae has been detected in native bird species. See: Van Riper, SG and Van Riper, C (1985) A summary of known parasites and diseases recorded from the avifauna of the Hawaiian Islands. University of Hawaii, Honolulu.: 298-371.",NA,NA,"Kocan, RM and Banko, W (1974) TRICHOMONIASIS IN THE HAWAIIAN BARRED DOVE,  J Wildl Dis (1974) 10 (4): 359–360.",EICAT_Geopelia striata_191021_IUCN_accept.xlsx
Geopelia striata,Zebra Dove,U.S.A.,Hawaii,(12) Indirect impacts through interactions with other species,DD - Data deficient,"Zebra Doves in the Hawaiian Islands are associated with the spread of introduced grasses, herbs, and shrubs (Stone 1985)",NA,NA,NA,NA,"W.R. (2002). Epizootiology and Effect of Avian Pox on Hawaiian Forest Birds, The Auk, Volume 119, Issue 4, 1 October 2002, Pages 929–942 has been detected in native bird species. See: Van Riper, C, Van Riper, S.G., Hansen, W.R1. (2002). Epizootiology and Effect of Avian Pox on Hawaiian Forest Birds, The Auk, Volume 119, Issue 4, 1 October 2002, Pages 929–942","Lever, C (2005) Naturalized Birds of the World. Bloomsbury, London",EICAT_Geopelia striata_191021_IUCN_accept.xlsx
Geopelia striata,Zebra Dove,U.S.A.,Hawaii,(12) Indirect impacts through interactions with other species,DD - Data deficient,"A  number  of  avian  species  in addition to those mentioned  above  are  associated  with  alien  grasses, herbs  or  shrub. They include...zebra  dove (Geopelia striata).",NA,NA,NA,NA,NA,"Stone, CP (1985) Alien animals in Hawaii’s
native ecosystem, towards controlling the
adverse effects of introduced vertebrates.
In: Stone, C. P. & Scott, J. M. (eds).
Hawaii’s Terrestrial Ecoystem, Preservation
and Management, 251–297. University of
Hawaii Cooperative National Park
Resources Study Unit, Hawaii.",EICAT_Geopelia striata_191021_IUCN_accept.xlsx
Glandirana rugosa,Japanese Wrinkled Frog,United States,Hawaiian Is.,(2) Predation,MN - Minor,"In Hawai‘i this species also exploited endemic insects (∼4% total volume, 7 genera) and snails (14 snails in three endemic genera).",Low,gut content study which did not look at population sizes or communities of native species,NA,"Thomisidae
Cosmopterygii
Achatinellidae
Helicarionidae",NA,NA,EICAT_Glandirana rugosa_18022021_accept.xlsm
Gymnorhina tibicen,Australian magpie,New Zealand,NA,(1) Competition,MO - Moderate,"We used five-minute bird counts to investigate whether introduced Australian magpies (Gymnorhina tibicen) influence the abundance of other birds in rural New Zealand. Over 3 years, magpies were removed from five c. 900-ha study blocks. Pre-treatment counts occurred between November 1999 and January 2000, and post-treatment counts in the same months for the following three years. In our research, counts of both kererū and tūī more than doubled on average in magpie treatment blocks compared with nontreatment blocks, although there was considerable variation between study blocks (Tables 2 & 4; Fig. 2). Kererū and tūī are both frequently reported to be attacked by magpies despite being uncommon now in most rural areas (Morgan et al. 2005). Tūī feed mainly on nectar and fruit, and kererū on fruit and leaves, in both native forests and exotic gardens. Both species are known to move many kilometres to seasonal food sources, including across pasture in fragmented landscapes. Neither species forages commonly on pasture on the New Zealand mainland, and it is unclear why magpies attack such apparently harmless species. We suggest introduced mammals preying on nests in native forests are primarily likely to limit tūī and kererū numbers in the wider landscape (Innes et al. 2004, 2005), but magpies may block access to key, perhaps seasonal, resources for these birds at particular sites.

Magpies are also very infrequent predators at bird nests in rural New Zealand compared with ship rats (Rattus rattus), harriers and cats (Felis catus). If nest predation and contact attacks by magpies on other species are rare, the cost of magpie aggression for other pasture-feeding species is either disturbance (involving movements of birds for short distances) or exclusion from preferred feeding areas.",Low,"Whilst the evidence for impact is empirical, it is difficult to establish the extent and severity of competiton impacts to populations of kererū and tūī species in New Zealand. Introduced mammals are suspected to limit tūī and kererū numbers.",NA,"Hemiphaga novaeseelandiae, Prosthemadera novaeseelandiae",NA,"Innes, J.G., Spurr, E.B., Arnold, G., Morgan, D.K.J., Waas, J.R., Watts, C. (2012). Using five-minute bird counts to study magpie (Gymnorhina tibicen) impacts on other birds in New Zealand. New Zealand Journal of Ecology, 36(3), 1-9.",EICAT_Gymnorhina tibicen_06092021_IUCN_accept.xlsx
Gymnorhina tibicen,Australian magpie,New Zealand,NA,(1) Competition,MC - Minimal concern,"Our results suggest that some birds avoid foraging and/or flying close to Australian Magpies because they are sometimes chased by breeding adults of both sexes; however, the proportion of passing birds actually attacked was small. The numerous published observations of Australian Magpie attacks are apparently biased heavily towards sensational events that are rare.

Accordingly, most rural birds, including all birds that were seen attacked by Magpies in the current study, could compete with Magpies for food. Competition for resources often causes agonistic behaviour between species, with the highest rates of aggression being between species with the most resource overlap. Instead, the species that were counted in the highest numbers close to Magpies were usually the most often attacked, and attacks were more
frequent during observations when more birds were counted. Magpies may consider other birds as potential food competitors but are willing to tolerate them in low frequencies within their territory because the energy obtained from the amount of food removed by birds in low density is less than the energy required to chase them away. However, when the numbers of birds counted close to groups increased, the amount of food being removed from the territory may have exceeded the energy required to conduct an attack.",Low,"Whilst the evidence for impact is empirical, it is difficult to establish the extent and severity of competiton impacts to populations of Kingfishers and Spur-winged Plovers  in New Zealand.",NA,"Halcyon sancta, Vanellus miles",NA,"Morgan, D., Waas, J.R. & Innes, J., 2006. Do territorial and non-breeding Australian Magpies Gymnorhina tibicen influence the local movements of rural birds in New Zealand? Ibis, 148(2), pp.330–342.",EICAT_Gymnorhina tibicen_06092021_IUCN_accept.xlsx
Gymnorhina tibicen,Australian magpie,New Zealand,NA,(1) Competition,DD - Data deficient,"Most of these species (and most attacked species overall) have at least some invertebrate intake at some time of the year, and so may be regarded by magpies as competitors for food. The two most attacked passerines (blackbird and song thrush) eat many pasture invertebrates, as magpies do.",NA,NA,NA,NA,NA,"Morgan, D.K., Waas, J., Innes, J. (2005). Magpie interactions with other birds in New Zealand: results from a literature review and public survey. Notornis 52(2):61-74",EICAT_Gymnorhina tibicen_06092021_IUCN_accept.xlsx
Gymnorhina tibicen,Australian magpie,New Zealand,NA,(1) Competition,DD - Data deficient,"The main aim of this study was to measure the impact magpies have on the abundance of native birds in rural areas
where high resource availability exists (e.g. bush remnants or private gardens containing nectar- or fruit-bearing plants). These habitats should attract the greatest number of native birds during times when plants are in bloom or producing fruit (spring to early summer). We predicted that if magpies do have a local-scale impact on the distribution of native birds, visitation rates by native birds during peaks in food availability should be higher at sites where magpies have been removed (quantified by measuring abundance).

Three count methods were used toestimate bird abundance: five-minute bird counts and ‘slow-walk’ transects in bush remnants, and five-minutebird counts and ‘snapshot’ counts in gardens. Generally, the abundance of native birds did not increase intreatment areas after magpie removal. In bush remnants, transect counts were typically better at detecting thepresence of most species compared with five-minute bird counts. In gardens, snapshot counts were better at detecting tui (Prosthemadera novaeseelandiae) while five-minute bird counts were better at detecting magpies. Despite these differences, the different bird counting methods were generally in agreement and revealed that magpies had little impact on native birds at the scale we examined.",NA,NA,NA,NA,NA,"Morgan, D.K., Waas, J., Innes, J., Arnold, G. (2012). Native bird abundance after Australian magpie (Gymnorhina tibicen) removal from localised areas of high resource availability. New Zealand Journal of Ecology, 36, 333-339.",EICAT_Gymnorhina tibicen_06092021_IUCN_accept.xlsx
Gymnorhina tibicen,Australian magpie,New Zealand,"Upper Waitaki Basin, South Island",(2) Predation,MN - Minor,"We recorded only two avian predations: a harrier Circus approximans took a chick and a hatching egg from one nest, and an Australian magpie Gymnorhina tibicen ate chicks at one nest. A magpie killed and ate three chicks at a banded dotterel nest, and a harrier took a chick, a hatching egg, and a ceramic egg from a black stilt nest.",Low,"Whilst the evidence for impact is empirical, it is difficult to establish the extent and severity of predation impacts to populations of banded dotterels on South Island.",NA,Charadrius bicinctus,NA,"Sanders, M., & Maloney, R. (2002). Causes of mortality at nests of ground-nesting birds in the Upper Waitaki Basin, South Island, New Zealand: a 5-year video study. Biological Conservation, 106, 225-236.",EICAT_Gymnorhina tibicen_06092021_IUCN_accept.xlsx
Gymnorhina tibicen,Australian magpie,New Zealand,"Mackenzie Basin, South Island",(2) Predation,MN - Minor,"We recorded predator visits to 10 approached nests and seven unapproached nests. Two visits resulted in
the predation of newly hatched chicks and at one of those nests an adult was also taken. Seven visits were
nonlethal and during the remaining visits one or more The same species of predators were recorded at both approached and unapproached nests of the eggs were preyed upon. Listed in decreasing order of visits, they included feral cats, hedgehogs, mice (Mus musculus), Australian Magpie (Gymnorhina tibicen)
and Australasian Harrier (Circus approximans). The Australian Magpie ate 3 chicks.",Low,"Whilst the evidence for impact is empirical, it is difficult to establish the extent and severity of predation impacts to populations of banded dotterels on South Island.",NA,Charadrius bicinctus,NA,"Keedwell, R. J.,  Sanders, Mark D. (2002). Nest Monitoring and Predator Visitation at Nests of Banded Dotterels, The Condor, Volume 104, Issue 4, 1 November 2002, Pages 899–902, https://doi.org/10.1093/condor/104.4.899",EICAT_Gymnorhina tibicen_06092021_IUCN_accept.xlsx
Gymnorhina tibicen,Australian magpie,New Zealand,Waikato,(2) Predation,MN - Minor,"Video monitoring identified five species as nest predators: harrier, ship rat, cat, magpie and pukeko
(Fig. 1), and they were responsible for 36, 32, 23, 4.5, and 4.5% of 22 lethal events, respectively (Table
2). The magpie was identified as an adult female from bill and plumage markings. The lethal events caused by magpie and pukeko both resulted in nest contents being removed, and accordingly the time spent at nests by
these species was small. Predator species responsible for more than one lethal event were recorded taking both eggs and chicks (Table 5). Species responsible for only one lethal event, i.e., magpie and pukeko, preyed on eggs
and chicks respectively (Table 5).",Low,"Whilst the evidence for impact is empirical, it is difficult to establish the extent and severity of predation impacts to populations of song thrushs in Waikato.","Although many anecdotal reports exist of magpies
robbing the nests of other birds in New Zealand (e.g.,
Morgan et al. 2005), up until now the importance of
magpies as rural nest predators has not been determined
by systematic observation. Several groups
of magpies were known to hold territories in and
around the study areas in both breeding seasons, and
they were seen during almost all visits to sites by
observers. Yet, magpies were responsible for only
one of 22 lethal events, and no scavenging events.
Although we present a relatively small sample size,
if magpies were a serious predator of nests in rural
areas we would have expected to see more than one lethal event caused by them. Our results are consistent with other nest predator identification studies in New Zealand that report low or no lethal events caused by magpies.",Turdus philomelos,NA,"Morgan, D.K., Waas, J., Innes, J. (2006). The relative importance of Australian magpies (Gymnorhina tibicen) as nest predators of rural birds in New Zealand. New Zealand Journal of Zoology, 33, 17 - 29.",EICAT_Gymnorhina tibicen_06092021_IUCN_accept.xlsx
Gymnorhina tibicen,Australian magpie,New Zealand,NA,(2) Predation,MN - Minor,"Magpies were reported attacking 45 bird species, although one (harrier hawk) was attacked considerably more often than any other. The list of attacked species is virtually a complete list of New Zealand’s rural birds. Magpies were observed preying on eggs on five occasions (8% of kill attacks; Fig. 8). Only a small proportion of attacks where victims were killed (17%) resulted in consumption of adult or young birds by magpies. Most birds that died as a result of being attacked (75%) were subsequently abandoned by the magpie.

Several  non-exclusive  hypotheses  about  why magpies attack birds and other objects can be explored using the results of this analysis: Magpies are themselves predators which kill and eat other birds. This is generally untrue.  Although magpies occasionally ate small birds, most attacks occurred against birds and mammals which were far too large for them to eat, and two-thirds of adult birds killed by magpies were not eaten; even most young birds that  were killed were not eaten (Fig. 8). Magpies did not even come into contact with the birds they chased in about half of the reported attacks (Table 1, Fig. 5), so predation was an unlikely intention.",Low,"The evidence for impact is anecdotall, it is difficult to establish the extent and severity of predation impacts to populations of rural bird species in New Zealand. No detailed information about the killed and eaten species by the Australian magpie.","Possible biases exist in whether an interaction between a bird and  a  magpie will firstly  be observed, and secondly reported. Birds that are highly likely to be observed are probably those that are conspicuous, large, abundant, widespread, or common around farmhouses and other places where observers spend most time.  Harriers were reported  to  be  attacked  nearly  three  times  as often as the next most reported species (blackbird 
(Turdus merula) and song thrush (T. philomelos)), perhaps because they are large and conspicuous and would easily be seen from large distances or moving vehicles.  Birds more likely to be reported may include easily recognised or highly valued species.  People may be more inclined to report attacks on uncommon native birds such as kereru (Hemiphaga novaeseelandiae) and tui (Prosthemadera novaseelandiae) because they care for these species and hope that their report  will  trigger some conservation action. Finally,  this  study  cannot determine what proportion of passing birds are attacked by magpies.",NA,NA,"Morgan, D.K., Waas, J., Innes, J. (2005). Magpie interactions with other birds in New Zealand: results from a literature review and public survey. Notornis, 52, 61-74.",EICAT_Gymnorhina tibicen_06092021_IUCN_accept.xlsx
Hoplobatrachus rugulosus,Asian Rugose Bullfrog,NA,NA,NA,DD - Data deficient,"Native frog species that are known to rely on the same food sources include Kaloula picta (Cendaña and Fermin 1940), Limnonectes magnus, Polypedates leucomystax (Villadolid and Del Rosario 1930), and Limnonectes woodworthi (Adraneda et al. 2005).",NA,NA,NA,NA,NA,NA,EICAT_Hoplobatrachus rugulosus_21052021_accept.xlsm
Hoplobatrachus rugulosus,Asian Rugose Bullfrog,NA,NA,NA,DD - Data deficient,"""except for Hoplobatrachus rugulosus that is known to feed on other tadpoles too"" In: Kueh and Maryati 2005. Collection, management and utilization of Anuran specimens and data for conservation.",NA,NA,NA,NA,NA,NA,EICAT_Hoplobatrachus rugulosus_21052021_accept.xlsm
Hoplobatrachus rugulosus,Asian Rugose Bullfrog,Philippines,NA,(2) Predation,MN - Minor,"Initial results from an examination of the stomach contents of 210 preserved specimens of B. marinus, H. chinensis, and R. erythraea (sample size: 100, 80, and 30, respectively) revealed that a wide variety of prey items are consumed by these species. Invertebrates accounted for almost 90% of all identified food items and land vertebrates made up nearly 10%; the latter comprise a significant portion of the diet of H. chinensis. Insect larvae and plant materials were found in trace amounts. Overall, ants, crickets, cockroaches, termites, and beetles form an important dietary component of these species. [...] Our data suggest that H. chinensis is a voracious and opportunistic predator, possibly an active forager. It preys unselectively on a wide variety of food items (see also Adraneda et al. 2005). Apart from insects, the stomach contents of nearly 30% of H. chinensis specimens were remarkably found to include juvenile colubrid snakes [Calamaria gervaisii Duméril, Bibron, & Duméril; Rhabdophis spilogaster (Boie)], juvenile and adult frogs [Kaloula picta (Duméril & Bibron), H. chinensis, and Limnonectes woodworthi (Taylor)], a shrew (Suncus murinus Linnaeus), freshwater crabs (Sundathelphusa spp.), and terrestrial and freshwater snails [including the invasive golden apple snail Pomacea canaliculata (Lamarck)]. Results of a more in-depth analysis of this subject will be published elsewhere.",Low,stomach contents analysis,NA,"Calamaria gervaisii Rhabdophis spilogaster Kaloula picta, Suncus murinus, Sundathelphusa spp.
Limnonectes magnus
Polypedates leucomystax
Limnonectes woodworthi",NA,NA,EICAT_Hoplobatrachus rugulosus_21052021_accept.xlsm
Hoplobatrachus tigerinus,Indian Bullfrog,India,Andaman Is.,(1) Competition,DD - Data deficient,"The diet of H. tigerinus overlapped significantly with that of Limnonectes. This may result in competition for prey ranging from 10–500 mm3 between the two anurans, under the conditions of limited prey.",NA,NA,NA,Limnonectes,NA,NA,EICAT_Hoplobatrachus tigerinus_21052021_accept.xlsm
Hoplobatrachus tigerinus,Indian Bullfrog,NA,NA,NA,DD - Data deficient,"On the third route at Mitsinjo a small pool, perhaps 3x3 metres, was found. In it were approximately 200 Hoplobatrachus tigerinus, so densely packed that it was hard to distinguish their brown bodies from the earth that formed the banks of the pond. This route was repeated twice, so two sightings of this 200+ group were recorded. This species is one of only two frog species out of the 264 found in Madagascar which are not endemic.",NA,NA,NA,NA,NA,NA,EICAT_Hoplobatrachus tigerinus_21052021_accept.xlsm
Hoplobatrachus tigerinus,Indian Bullfrog,India,Andaman Is.,(2) Predation,MN - Minor,"We observed several endemic vertebrate species in the diet of H. tigerinus, including the Andaman emerald gecko Phelsuma andamanensis (nD1), Chakrapani's narrow mouthed frog Microhyla chakrapani (2), the Andaman skink Eutropis andamanensis (1), and Oates's blind snake Typhlophs oatesii (3). We also found Limnonectes (4), unidentified rodent (1), Lycodon sp. (1) and the invasive Calotes versicolor (3) in the diet of H. tigerinus.",Low,"stomach contents, impact on populations and communities not looked at",NA,"Phelsuma andamanensis
Microhyla chakrapani
Eutropis andamanensis
Typhlophs oatesii
Limnonectes",NA,NA,EICAT_Hoplobatrachus tigerinus_21052021_accept.xlsm
Hoplobatrachus tigerinus,Indian Bullfrog,India,Andaman Is.,(2) Predation,MN - Minor,"Survival for both endemic anurans, M. chakrapanii and K. ghoshi, reduced to zero in the presence of invasive H. tigerinus, as compared to 0.89 (SE = 0.04) and 0.62 (SE = 0.11) in their respective single species treatments (Fig. 1). In the three-species treatment, all individuals of M. chakrapanii and K. ghoshi were also preyed upon (Fig. 1).",Low,Mesocosm experiment does not allow for extrapolation to native community sizes outside of captivity. Impact on larvae. It is not clear if the number of mature individuals would be affected,NA,"Microhyla chakrapanii 
Kaloula ghoshi",NA,NA,EICAT_Hoplobatrachus tigerinus_21052021_accept.xlsm
Horornis diphone,Japanese Bush-warbler,U.S.A.,Hawaii,(1) Competition,MC - Minimal concern,"I assessed the demography of an invasion, addressing habitat-specific differences in the survival and reproduction of three introduced bird species: the Red­ billed Leiothrix (Leiothrix lutea), Japanese Bush-Warbler (Cettia diphone), and Japanese White-eye (Zosterops japonicus). The distribution and abundance of arthropod and fruit resources in native forests may explain the differential success of introduced birds. White-eyes, leiothrix, and bush-warblers had broad diets that strongly overlapped with a native honeycreeper, the Alauahio (Paroreomyza montana). Thus, extensive overlap in resource use, a primary  requirement for competition, existed between a native bird and three introduced species.",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of competition impacts.",NA,Paroreomyza montana,NA,"Foster, J.T. (2005). Exotic bird invasion into forests of Hawaii: Demography, competition, and seed dispersal. PhD Thesis. Foster, University of Illinois at Urbana-Champaign",EICAT_Horornis diphone_270921_IUCN_accept.xlsx
Horornis diphone,Japanese Bush-warbler,U.S.A.,Hawaii,(1) Competition,DD - Data deficient,"Concerns have been expressed about competition of bush-warblers with native species, perhaps especially as food competitors. According to the Kaua’i Forest Bird Recovery Project, C. diphone has managed to establish populations in the high-elevation forests of Hawaii where it may compete with native birds for food and nesting habitat. The Maui Forest Bird Restoration Project states that it is not known what pressures this species will exert on Maui's native forest birds as it continues to expand.",NA,NA,NA,NA,NA,"Ventosa, E. (2015). Invasive Species Compendium, Datasheet: Cettia diphone (Japanese bush-warbler), 
CAB International
Available at: https://www.cabi.org/isc/datasheet/89968",EICAT_Horornis diphone_270921_IUCN_accept.xlsx
Horornis diphone,Japanese Bush-warbler,U.S.A.,Hawaii,(2) Predation,MN - Minor,"I assessed the demography of an invasion, addressing habitat-specific differences in the survival and reproduction of three introduced bird species: Japanese Bush-Warbler (Cettia diphone)...In an analysis of samples from 252 birds,  arthropods were identified. Arthropods, comprised a majority of the diet for all species investigated. For arthropods, five orders comprised most the samples: Homoptera, Lepidoptera (moths), Hemiptera (true bugs), Coleoptera (beetles), and Araneae (spiders).",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of predation impacts.",NA,"Homoptera,
Coleoptera,
Hemiptera,
Lepidoptera",NA,"Foster, J.T. (2005). Exotic bird invasion into forests of Hawaii: Demography, competition, and seed dispersal. PhD Thesis. Foster, University of Illinois at Urbana-Champaign",EICAT_Horornis diphone_270921_IUCN_accept.xlsx
Horornis diphone,Japanese Bush-warbler,U.S.A.,Hawaii,(2) Predation,MN - Minor,"Non-native avian species consumed 18 different orders of arthropods. The top three consumed arthropod orders (all insects) were Lepidoptera, Diptera, and Coleoptera. Japanese Bush-Warbler consumed the most Coleoptera. Bush-warblers were the only non-native bird species to consume Isopoda in native forests.",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of predation impacts.",NA,"Diptera,
Coleoptera,
Isopoda,
Lepidoptera",NA,"Scinto, Alissa C., (2018).The Molecular Analysis of Hawaiian Bird Diets, Honors Theses and Capstones. 434.",EICAT_Horornis diphone_270921_IUCN_accept.xlsx
Horornis diphone,Japanese Bush-warbler,U.S.A.,Hawaii,(8) Grazing/herbivory/browsing,MC - Minimal concern,"The most common species are also frugivores, Japanese Bush-Warblers (Cettia diphone),... From adjacent native forests at higher elevations, samples from an additional two ’amakihi and one Japanese Bush-Warbler (n =44) contained seeds of Vaccinium spp..",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of herbirvory impacts.",NA,Vaccinium calycinum,NA,"Foster, J.T., Robinson, S.K. (2007), Introduced birds and the fate of Hawaiian rainforests. 
Conserv Biol21:1248–1257. 
https://doi.org/10.1111/j.1523-1739.2007.00781.x",EICAT_Horornis diphone_270921_IUCN_accept.xlsx
Horornis diphone,Japanese Bush-warbler,U.S.A.,Hawaii,(12) Indirect impacts through interactions with other species,DD - Data deficient,Introduced birds [including Japanese Bush-Warbler] dispersed all common native plants in these forest sites but non-native plants were infrequently eaten and dispersed.,NA,NA,NA,NA,NA,"Foster, J.T. (2005). Exotic bird invasion into forests of Hawaii: Demography, competition, and seed dispersal. PhD Thesis. Foster, University of Illinois at Urbana-Champaign",EICAT_Horornis diphone_270921_IUCN_accept.xlsx
Hyla intermedia,Italian Tree Frog,Switzerland,NA,(3) Hybridisation,MV - Massive,"""Our analyses provide strong evidence for the introgressive hybridization of a valuable European tree frog population by an introduced exotic species""...""We show that the Grangettes population is a hybrid swarm, with all individuals featuring recent nuclear admixture and mitochondrial DNA of introduced H. intermedia, most likely of proximate south Alpine origin""... ""Here, we propose to purge the exotic H. intermedia genome by frequent translocation of H. arborea individuals (e.g. clutches) from large, closely-related indigenous populations (e.g. loc. 1). Alternatively, the current hybrid population could be exterminated and fully replaced by native H. arborea captured nearby.""",Low,"There is direct evidence to support the assesment but some information is inferred. Yet, and importantly, the genetic work was only conducted on 33 animals in the Grangettes population (which is where the impact is noted).",NA,Hyla arborea,European Tree Frog,NA,EICAT_Hyla intermedia_17052021_accept.xlsm
Hyla meridionalis,Stripeless Tree Frog,Spain,Canary Is.,(2) Predation,MN - Minor,"The stomach contents of 195 tree-frogs are tabulated to show (1) the systematic distribution of prey, and (2) the number of frogs containing different groups of food animals. 1210 insects and other animals were obtained from 184 frogs containing recognizable material. 12 orders and at least 143 species are represented, as follows:–Hymenoptera, 58.18 per cent.; Coleoptera, 16.54; Diptera, 6.12; Araneee, 5.78; Isopoda, 3.88; Hemiptera, 3.55; Lepidoptera, 3–06; Orthoptera, 1.07; Acarina, 0.74; Chilopoda, 0.74; Neuroptera, 0.17; Amphipoda, 0.17",Low,stomach contents analysis does not study population size or communities,NA,"Hymenoptera
Coleoptera
Diptera
Araneee
Isopoda
Hemiptera
Lepidoptera
Orthoptera
Acarina
Chilopoda
Neuroptera
Amphipoda",NA,NA,EICAT_Hyla meridionalis_18102021_accept.xlsx
Hyla meridionalis,Stripeless Tree Frog,Portugal,Portugal (mainland),(3) Hybridisation,DD - Data deficient,"A tree-frog with unusual mating calls was found in an area of sympatry between H. arborea and H. meridionalis. This individual was studied by analysis of mating call structure and allozyme variation. The structure of the testes was also examined. The intermediate characteristics of the mating calls, the heterozygosity of all discriminative loci examined, and the apparent sterility, as shown by testis histology, all corroborate the identification of this hybrid",NA,NA,NA,NA,NA,NA,EICAT_Hyla meridionalis_18102021_accept.xlsx
Hyla meridionalis,Stripeless Tree Frog,Spain,Canary Is.,(4) Transmission of diseases to native species,MC - Minimal concern,"Oswaldocruzia filiformis (Goeze, 1782), a common parasite of amphibians of Western Europe, is reported for the first time in Hyla meridionalis of the Canary Islands.",Low,"parasite carrier in the alien range, but no evidence of transmission, and no evidence that the native species on the Canary islands are infected",NA,NA,NA,NA,EICAT_Hyla meridionalis_18102021_accept.xlsx
Sylvirana guentheri,Gunther's Amoy Frog,Guam,NA,(12) Indirect impacts through interactions with other species,DD - Data deficient,"By providing additional food sources for the brown tree snake (Boiga irregularis), anuran introductions have increased the chance that B. irregularis might substantially increase in numbers and in turn increase the risk of the snake being accidentally transported to other islands.",NA,NA,NA,Not specified,NA,NA,EICAT_Hylarana guentheri_12012021_accepted.xlsm
Sylvirana guentheri,Gunther's Amoy Frog,Singapore,NA,(6) Poisoning/ toxicity,DD - Data deficient,"Hylarana guentheri has toxic skin secretions that is known to be lethal to other frogs in enclosed areas (see Leong & Lim, 2011), but this impact has yet to be recorded in the wild. Nonetheless, predatory animals like native snakes may be at risk of being poisoned if they ingest this frog, as it was in the case of the toxic invasive cane toad (Rhinella marina) in Australia (as Bufo marinus in Shine, 2010).",NA,NA,NA,Not specified,NA,NA,EICAT_Hylarana guentheri_12012021_accepted.xlsm
Ichthyosaura alpestris,Alpine Newt,Spain,Spain (mainland),(2) Predation,MN - Minor,"""Alpine newts have been observed preying on native anuran egg clutches and amphibian larvae and infection with B. dendrobatidis have been detected in adult and larvae (J. Bosch, unpublished data)"".",Low,"unpublished data, popuation level impacts on native species have not been assessed; impacts could be more severe",NA,NA,NA,NA,EICAT_Ichthyosaura alpestris_10052021_accept.xlsm
Ichthyosaura alpestris,Alpine Newt,"United Kingdom
France",NA,(4) Transmission of diseases to native species,MC - Minimal concern,Table 1 – Introduced amphibian species known to carry Batrachochytrium dendrobatidis infections. References are evidence of infections.,Low,unpublished data,NA,NA,NA,NA,EICAT_Ichthyosaura alpestris_10052021_accept.xlsm
Ichthyosaura alpestris,Alpine Newt,New Zealand,NA,(4) Transmission of diseases to native species,MN - Minor,"Bell et al. (2004) suggested that the progressive northward declines of Archey’s frog populations in Coromandel over 1996–2001 might indicate a spreading pathogen, with an average spread rate of about 12 km per year. If the principal causal factor for those declines was Bd, this suggests that the pathogen was in Coromandel by late 1996, with the first recorded decline near Tapu, even though chytridiomycosis was not identified in New Zealand until 1999–2000 (Waldman et al. 2001) and not in Coromandel until 2001 (Bell et al. 2004). There remains the possibility that the frog’s decline may even have coincided with the nearby introduction of the alpine newt, although this requires closer investigation, particularly as Bd also occurs in introduced Litoria frog populations (Waldman et al. 2001; Shaw et al. 2013), including green and golden bell frogs local to the Coromandel area (Bell 1982a).",Low,"disease agent present, but not known if transmitted to native species",NA,NA,NA,NA,EICAT_Ichthyosaura alpestris_10052021_accept.xlsm
Ichthyosaura alpestris,Alpine Newt,"France
New Zealand","France (mainland)
North Is.",(4) Transmission of diseases to native species,MC - Minimal concern,"Initial screens by PCR for chytrid in the newt introduced to New Zealand show >70% to be infected (J. Laycock, pers. comm.)",Low,"disease agent present, but not known if transmitted to native species",NA,NA,NA,NA,EICAT_Ichthyosaura alpestris_10052021_accept.xlsm
